"Defendant.Id","Republican.Judge","Severity.Of.Crime","Months.In.Jail","Recidivates"
1199,0,2,7.4,0
1200,0,2,6.4,0
1201,1,3,52.1,0
1202,1,2,29.9,1
1203,0,2,6.1,0
1204,0,1,3.8,0
1205,0,2,9.3,0
1206,1,3,47.5,0
1207,1,2,26.4,1
1208,0,3,49.3,0
1209,0,2,16.6,1
1210,0,2,8.3,0
1211,1,3,0,1
1212,1,1,0.8,0
1213,0,2,18,1
1214,1,2,21.8,1
1215,1,1,2.4,0
1216,0,3,56,1
1217,0,2,16.4,1
1218,0,1,2.7,0
1219,0,3,54.4,0
1220,1,3,42,1
1221,0,2,0,0
1222,0,3,37.2,0
1223,0,2,9,0
1224,1,3,59.2,0
1225,0,3,42.1,0
1226,1,1,5.9,0
1227,0,3,36.4,0
1228,0,3,40.6,0
1229,0,2,6.8,0
1230,0,3,0,0
1231,0,1,5.2,0
1232,1,1,0,0
1233,0,1,1.1,0
1234,0,1,0.9,0
1235,0,2,6.4,0
1236,0,2,16.1,0
1237,1,1,5.5,0
1238,1,2,0,0
1239,1,2,17.1,0
1240,0,1,3.4,0
1241,0,2,7.2,0
1242,1,2,31.5,1
1243,1,2,15.3,1
1244,1,3,42,0
1245,1,3,59.7,1
1246,0,3,39.4,0
1247,0,1,5.5,0
1248,0,1,3.2,0
1249,1,2,33.4,1
1250,0,3,59.3,0
1251,1,3,49.4,1
1252,0,1,3.7,0
1253,0,2,13.8,0
1254,0,1,0,0
1255,1,3,37,0
1256,0,1,5,0
1257,0,1,2.9,0
1258,0,1,1.8,0
1259,1,2,22.1,0
1260,0,3,56.7,0
1261,0,2,10,0
1262,1,3,37.4,1
1263,0,2,10.6,0
1264,0,1,4.3,0
1265,0,1,0,0
1266,0,3,58.7,0
1267,0,3,40.2,1
1268,1,3,48.7,1
1269,1,2,0,0
1270,1,2,0,0
1271,1,1,2.8,0
1272,1,3,37.7,1
1273,0,3,53.8,1
1274,0,1,0.2,0
1275,1,3,41.1,0
1276,0,1,5.5,0
1277,0,1,2.7,0
1278,1,2,33.2,1
1279,0,1,0.1,0
1280,0,3,56.9,1
1281,1,3,48.8,0
1282,0,3,53.3,0
1283,1,3,47.8,1
1284,1,2,28.8,1
1285,0,1,4.5,0
1286,1,2,18.6,0
1287,1,1,0.2,0
1288,1,3,45.4,1
1289,1,2,33.7,1
1290,1,2,18.3,0
1291,0,1,5,0
1292,1,1,5.7,0
1293,1,3,48,0
1294,0,2,16.7,0
1295,0,3,0,1
1296,1,1,0,0
1297,1,2,21.1,0
1298,0,3,50.5,0
1299,0,1,2,0
1300,0,2,13.6,1
1301,0,1,5,0
1302,0,1,0.2,0
1303,1,1,0.7,0
1304,1,1,0.9,0
1305,1,3,47.1,0
1306,0,2,0,0
1307,1,1,5.7,1
1308,1,2,16.3,0
1309,0,3,42.2,0
1310,1,3,56.6,0
1311,1,2,33.5,1
1312,0,2,15.6,0
1313,0,2,6.9,0
1314,1,1,0,1
1315,0,3,49.4,1
1316,0,3,50.4,0
1317,0,3,48.1,0
1318,0,2,7.2,0
1319,0,3,55,1
1320,1,3,39.4,1
1321,1,3,54.4,0
1322,0,3,0,0
1323,0,2,0,0
1324,0,1,5.7,0
1325,0,3,55.5,0
1326,0,3,38.1,1
1327,1,3,53.7,1
1328,1,3,59.6,1
1329,0,2,11,0
1330,0,2,6.9,0
1331,1,3,36.1,1
1332,1,1,5.6,0
1333,0,3,38.4,1
1334,0,2,15.4,0
1335,0,2,0,0
1336,0,1,3.5,0
1337,0,3,50.2,1
1338,1,1,2.7,0
1339,0,2,0,0
1340,1,1,4.7,0
1341,0,1,5,0
1342,1,1,4.4,0
1343,0,3,41.2,0
1344,1,2,24.3,0
1345,1,3,36.2,1
1346,0,3,59.5,1
1347,1,3,57.3,1
1348,0,3,52.5,0
1349,1,1,0.2,1
1350,0,3,56.5,0
1351,1,2,21.9,0
1352,1,3,50.3,1
1353,0,2,0,0
1354,1,2,0,0
1355,1,1,4.5,0
1356,1,1,4.4,0
1357,1,3,50.9,0
1358,0,2,13.9,1
1359,1,2,15.7,0
1360,1,3,50.1,1
1361,0,2,0,0
1362,1,1,3.9,0
1363,0,2,0,0
1364,1,3,0,1
1365,1,1,0,0
1366,1,3,38.2,0
1367,1,1,5.7,0
1368,0,3,38.7,1
1369,1,3,0,0
1370,0,1,1.6,1
1371,0,2,10.7,0
1372,0,3,57.6,1
1373,1,3,45.3,0
1374,1,1,2.5,0
1375,0,3,50,0
1376,1,3,57.9,1
1377,0,2,16.3,0
1378,1,1,3.5,0
1379,1,2,18.9,1
1380,1,1,0.2,0
1381,1,3,0,1
1382,0,2,16,0
1383,0,1,0.6,0
1384,0,3,58,1
1385,0,1,0.5,0
1386,1,1,0.6,0
1387,0,1,0.2,0
1388,0,3,48.2,1
1389,1,2,24.8,1
1390,0,3,53.4,0
1391,0,1,5,0
1392,1,3,51.9,0
1393,0,3,42.9,1
1394,1,2,28.7,1
1395,1,1,1.3,0
1396,1,3,52,0
1397,1,1,5.8,0
1398,0,1,4.7,0
1399,0,1,0.5,0
1400,0,2,8.9,0
1401,0,3,47.6,1
1402,1,2,16.2,0
1403,0,3,58.7,1
1404,1,2,0,0
1405,0,3,44.1,0
1406,1,3,54.1,0
1407,1,2,28.6,1
1408,1,2,15.1,0
1409,0,3,53.1,0
1410,1,3,50.4,0
1411,1,2,24.8,1
1412,1,2,19.4,1
1413,1,3,46.8,0
1414,1,2,16.1,0
1415,0,3,51.9,1
1416,1,2,33,1
1417,1,3,40.3,1
1418,0,3,0,1
1419,1,3,41.7,0
1420,0,3,0,1
1421,1,3,40.2,1
1422,0,2,9.5,0
1423,1,3,41.3,1
1424,1,3,48.9,1
1425,0,2,0,0
1426,0,2,8.7,0
1427,0,2,9.7,0
1428,1,1,0.1,0
1429,0,2,11.6,1
1430,0,2,0,0
1431,1,2,16,0
1432,0,1,2.3,0
1433,1,1,0,0
1434,1,2,17.6,1
1435,1,2,30.7,1
1436,0,2,0,0
1437,1,1,0,0
1438,1,1,2.3,0
1439,0,2,14,0
1440,0,1,4.8,0
1441,1,3,54.1,0
1442,0,1,4.5,0
1443,0,2,6.9,0
1444,1,2,0,0
1445,0,3,0,1
1446,1,2,19.7,1
1447,1,1,5.5,0
1448,0,3,0,0
1449,1,3,57.3,1
1450,1,1,2.5,0
1451,0,3,38,1
1452,0,2,17.5,1
1453,1,3,51,1
1454,1,2,21.6,0
1455,0,2,15.6,0
1456,1,1,3.2,1
1457,1,3,50.6,1
1458,1,3,42.2,1
1459,1,2,24.3,1
1460,1,2,12.2,0
1461,0,3,41.1,1
1462,1,3,0,0
1463,0,2,0,0
1464,1,1,0,0
1465,1,2,25.7,1
1466,1,1,2.6,0
1467,0,1,5.8,1
1468,1,2,0,0
1469,1,3,0,0
1470,1,1,0,0
1471,1,1,5.5,0
1472,1,2,0,0
1473,0,2,14.7,0
1474,1,2,27.7,1
1475,0,2,11,0
1476,1,1,3,0
1477,0,3,45.2,1
1478,1,1,0.5,0
1479,1,1,0,0
1480,0,1,0,1
1481,0,1,4.6,0
1482,0,1,5.1,0
1483,1,1,4.7,0
1484,0,1,2.8,0
1485,0,3,39,0
1486,0,2,14.3,1
1487,0,3,59.8,0
1488,1,1,2.9,0
1489,1,1,0,0
1490,0,1,1.1,0
1491,1,1,2.5,0
1492,0,3,50.8,0
1493,0,3,47.9,1
1494,0,1,0,0
1495,1,3,40.4,1
1496,1,2,21.3,0
1497,1,2,24.9,0
1498,1,1,4.8,0
1499,1,3,50.3,1
1500,0,3,37.2,0
1501,0,1,0,1
1502,1,3,47.8,1
1503,1,1,5.6,0
1504,1,3,0,0
1505,1,3,50.2,0
1506,0,3,46.8,0
1507,1,1,2,0
1508,0,2,16.9,0
1509,1,1,1.4,0
1510,0,1,1.7,0
1511,1,1,0,0
1512,1,2,0,0
1513,0,1,5.3,0
1514,0,1,0.7,0
1515,1,3,54,1
1516,1,2,13.4,0
1517,0,2,0,0
1518,1,2,35.9,1
1519,1,1,4.6,0
1520,0,1,0.2,1
1521,0,2,0,0
1522,1,2,0,0
1523,1,2,0,0
1524,0,1,3.3,0
1525,1,2,16.1,0
1526,0,1,3.6,0
1527,1,3,41.9,1
1528,1,1,1.8,0
1529,1,1,0,0
1530,1,3,55.9,0
1531,0,2,7.5,0
1532,1,2,34.3,1
1533,1,2,0,0
1534,0,2,8.8,0
1535,0,3,0,0
1536,1,2,28.6,1
1537,0,1,0,0
1538,1,1,2.1,0
1539,0,3,48,0
1540,1,1,0,1
1541,1,3,37.9,0
1542,1,1,2.9,1
1543,1,2,33.3,1
1544,1,3,48.9,0
1545,1,3,0,0
1546,0,2,0,0
1547,0,1,0,0
1548,0,3,0,1
1549,0,3,38.4,1
1550,0,2,15.2,0
1551,1,1,5.6,0
1552,0,2,11.8,0
1553,1,1,1.8,0
1554,0,1,0.5,0
1555,0,3,48.2,0
1556,0,3,42.5,1
1557,1,1,0,0
1558,0,2,9,0
1559,0,1,2.3,0
1560,0,2,12,0
1561,0,3,48,1
1562,1,3,37.2,0
1563,0,3,39.7,0
1564,0,2,17.4,0
1565,1,1,4.7,0
1566,1,2,31.5,1
1567,0,2,15,0
1568,0,1,1.7,0
1569,1,2,17,1
1570,0,3,59.3,0
1571,1,3,0,0
1572,1,2,0,0
1573,0,1,0,1
1574,0,2,0,0
1575,1,1,3.7,0
1576,1,1,3.8,0
1577,1,2,0,0
1578,1,2,0,0
1579,0,1,5.4,0
1580,1,1,3.7,0
1581,0,3,0,1
1582,1,2,22.4,1
1583,0,3,56.5,0
1584,1,1,0.6,0
1585,0,2,15.9,0
1586,1,3,40.6,1
1587,0,1,5.3,0
1588,0,1,1.6,0
1589,1,1,0,0
1590,0,1,2.7,0
1591,1,2,13.8,0
1592,1,1,3.7,0
1593,0,1,5.9,0
1594,0,1,4.7,0
1595,1,3,57.9,1
1596,0,3,38.6,1
1597,0,3,0,0
1598,1,1,3.7,0
1599,0,1,5.4,0
1600,0,2,17.1,0
1601,0,1,2.4,0
1602,0,3,55.5,0
1603,1,3,49.3,1
1604,1,3,0,0
1605,0,3,42.5,1
1606,1,2,0,0
1607,0,3,43.2,0
1608,0,2,0,0
1609,1,3,47.6,1
1610,1,3,0,0
1611,0,2,0,0
1612,0,3,37.3,0
1613,0,1,2.2,0
1614,0,3,52.4,0
1615,0,1,4,0
1616,1,3,58.5,1
1617,0,2,6.4,0
1618,1,1,1,0
1619,1,2,31.8,1
1620,1,1,1.1,0
1621,0,1,5.8,0
1622,0,2,13.6,0
1623,1,1,4,0
1624,0,1,0,0
1625,0,2,0,0
1626,0,2,9.5,0
1627,1,3,0,0
1628,1,2,0,0
1629,0,3,0,0
1630,0,3,52.8,0
1631,0,1,3.6,0
1632,1,2,31.9,1
1633,1,1,5.3,0
1634,0,2,17.1,1
1635,0,3,49.8,0
1636,0,2,15.7,0
1637,1,3,40.2,1
1638,1,2,28.9,1
1639,1,3,58.2,1
1640,0,2,0,0
1641,0,2,10.8,0
1642,0,1,1.5,1
1643,0,1,2.3,0
1644,1,1,3,0
1645,1,3,54.3,1
1646,0,1,3.6,0
1647,1,2,33.5,1
1648,0,1,0.1,0
1649,0,3,49.9,0
1650,0,1,1.2,0
1651,1,1,5.5,0
1652,1,1,4.2,0
1653,1,3,50.1,1
1654,1,3,42.3,0
1655,0,1,4.7,0
1656,1,2,0,0
1657,0,2,15.1,0
1658,0,3,0,1
1659,1,1,3.3,0
1660,1,3,52.2,1
1661,0,3,40.7,1
1662,0,1,5.6,0
1663,0,3,50.1,1
1664,1,1,0.6,1
1665,1,1,1.6,0
1666,1,1,1.6,0
1667,1,3,47.3,0
1668,1,2,15.4,0
1669,1,3,48.6,1
1670,1,2,33.7,1
1671,1,2,31.7,1
1672,0,3,40.8,1
1673,1,2,18,0
1674,1,2,30.5,1
1675,1,3,58.1,0
1676,1,1,0,0
1677,1,2,16.6,0
1678,1,3,0,1
1679,0,2,10.2,0
1680,1,3,54.3,1
1681,0,2,8.8,0
1682,1,1,0,0
1683,1,2,0,0
1684,0,2,0,0
1685,1,3,42.6,1
1686,0,1,3.5,0
1687,1,2,0,0
1688,1,3,0,0
1689,0,2,16.5,0
1690,1,1,5.3,1
1691,0,1,5.7,0
1692,0,3,56.8,0
1693,1,3,0,0
1694,0,1,3.1,0
1695,1,1,5.3,0
1696,0,2,7.2,0
1697,0,3,59.5,0
1698,0,2,10.4,0
1699,0,1,4,0
1700,0,1,0,1
1701,0,1,2.6,1
1702,1,1,0,0
1703,1,3,0,1
1704,1,3,49.8,0
1705,0,3,0,1
1706,1,1,1.7,0
1707,0,3,0,0
1708,0,2,16.9,0
1709,1,1,0,0
1710,0,1,0.9,0
1711,0,1,2.3,1
1712,1,2,26.3,1
1713,1,1,3.7,0
1714,1,1,2.5,0
1715,0,1,1.2,0
1716,0,3,42.1,0
1717,0,1,3.5,0
1718,1,1,1.3,0
1719,0,3,37,0
1720,1,1,3.9,0
1721,0,3,0,0
1722,1,2,19.5,1
1723,0,2,13,1
1724,1,1,2.6,0
1725,0,2,16.6,0
1726,0,3,38.9,0
1727,0,1,1,0
1728,1,3,58.9,0
1729,0,1,0.3,0
1730,1,2,29.1,1
1731,0,3,0,1
1732,1,2,21.2,0
1733,0,3,39.9,1
1734,1,1,5.3,0
1735,1,2,13.4,0
1736,1,3,52.9,1
1737,0,3,43.7,1
1738,0,3,57.5,1
1739,1,3,42.2,0
1740,0,3,46.5,1
1741,0,2,0,0
1742,0,1,5.9,0
1743,1,3,57.4,1
1744,1,3,56.2,0
1745,1,3,49.9,0
1746,1,2,16.9,1
1747,1,3,44.7,0
1748,0,1,4.6,0
1749,1,1,4.1,0
1750,0,2,9.2,0
1751,1,3,0,0
1752,0,1,3.7,0
1753,0,2,7,0
1754,0,2,13,0
1755,0,3,57.7,0
1756,1,1,2.1,0
1757,0,2,10,0
1758,0,2,0,0
1759,1,2,0,0
1760,1,2,13.3,0
1761,1,3,0,0
1762,1,2,27.1,1
1763,1,2,20.2,0
1764,0,3,47.3,1
1765,0,2,0,0
1766,1,1,0,1
1767,1,3,41.2,0
1768,0,2,16,0
1769,0,1,3.1,0
1770,0,3,45.4,0
1771,1,3,59.8,1
1772,0,1,1.1,0
1773,1,1,4.9,0
1774,0,3,52.2,1
1775,1,3,48.7,1
1776,0,3,58.5,1
1777,0,1,0,0
1778,0,2,0,0
1779,0,3,37.5,0
1780,1,1,0.5,0
1781,0,2,14.2,1
1782,0,3,58.3,1
1783,1,1,0,0
1784,0,1,2.2,0
1785,1,3,52.3,1
1786,1,1,1.1,1
1787,1,1,0.2,0
1788,0,3,51.5,0
1789,1,3,42.2,0
1790,0,2,10.1,0
1791,1,2,12.4,0
1792,0,2,11,0
1793,1,2,29,1
1794,0,2,0,0
1795,0,3,43.5,0
1796,1,1,0.2,0
1797,0,3,0,1
1798,1,3,38.1,1
1799,0,2,6.2,0
1800,1,3,0,1
1801,1,1,1.5,0
1802,0,3,40.8,0
1803,1,2,24.9,1
1804,1,3,51.9,0
1805,0,3,40.6,0
1806,0,2,14.9,0
1807,0,1,0.7,0
1808,0,1,3.7,0
1809,1,3,49.7,0
1810,0,2,0,0
1811,0,2,0,0
1812,0,2,11.7,0
1813,1,2,21.5,1
1814,1,2,26.7,0
1815,1,1,0,0
1816,0,1,3.9,0
1817,1,1,5.7,0
1818,0,3,59.6,1
1819,0,2,0,0
1820,0,1,3.6,0
1821,0,1,0.2,0
1822,1,2,27.3,1
1823,0,3,38.4,1
1824,1,2,30.8,1
1825,0,3,48.5,0
1826,1,2,20.8,1
1827,1,3,0,1
1828,1,3,51.8,0
1829,0,1,0,0
1830,0,2,13.8,0
1831,0,1,0.6,0
1832,1,1,5.8,0
1833,0,2,7.7,0
1834,0,3,52.8,1
1835,0,1,0,0
1836,1,3,38,1
1837,0,2,0,0
1838,0,2,10.3,0
1839,1,1,0,0
1840,0,3,38,1
1841,1,2,0,0
1842,0,1,4.8,0
1843,0,1,0.8,0
1844,1,1,2.5,0
1845,1,2,17.4,0
1846,0,1,0,0
1847,0,1,4.8,0
1848,1,1,0,0
1849,0,2,15.2,0
1850,1,2,22.9,1
1851,0,2,7.1,0
1852,1,1,3.6,0
1853,0,3,42.1,0
1854,1,1,0.8,0
1855,0,2,13.4,0
1856,0,3,58.4,1
1857,1,3,0,1
1858,1,2,21.1,0
1859,1,1,5.1,0
1860,0,1,1,0
1861,1,3,57.1,0
1862,0,1,0,0
1863,1,1,5,0
1864,1,2,14.8,0
1865,1,1,0,0
1866,0,1,0,0
1867,1,1,0.8,0
1868,1,1,5,1
1869,0,1,4.9,0
1870,1,2,21.4,1
1871,0,1,0.9,0
1872,1,3,42.6,1
1873,1,3,51,1
1874,0,3,52.8,1
1875,1,2,18,0
1876,1,2,23.8,0
1877,0,2,0,0
1878,0,3,0,1
1879,0,2,0,0
1880,1,2,19.1,1
1881,0,2,0,0
1882,1,2,28.4,1
1883,1,3,37.5,1
1884,0,1,0.7,1
1885,0,3,41.8,0
1886,1,1,3.4,0
1887,1,2,30.8,1
1888,0,1,0,0
1889,1,3,0,1
1890,1,2,21.6,1
1891,1,3,53.7,0
1892,0,3,56.6,0
1893,0,3,0,0
1894,1,1,0.2,0
1895,1,3,54.5,1
1896,0,2,17.9,0
1897,1,2,0,0
1898,0,2,0,0
1899,0,1,0.9,0
1900,1,3,37.5,0
1901,1,1,5.9,1
1902,0,1,0,0
1903,0,1,3.1,0
1904,0,2,0,0
1905,0,1,0.8,0
1906,1,1,4.3,0
1907,1,1,2.4,0
1908,1,3,39.2,1
1909,0,1,1.3,0
1910,0,2,8.4,0
1911,1,2,19.9,1
1912,1,1,5.2,0
1913,1,1,1.2,0
1914,1,1,0,0
1915,0,2,16.1,0
1916,1,3,47.3,0
1917,1,3,45.7,1
1918,1,2,20,1
1919,0,3,42.6,0
1920,1,3,60,1
1921,1,3,40.4,1
1922,1,1,2.7,1
1923,0,3,0,1
1924,1,3,59.5,1
1925,1,1,5.7,0
1926,1,1,1.8,0
1927,1,3,38.3,1
1928,0,2,8.1,0
1929,1,3,47.7,0
1930,0,1,2.5,0
1931,0,2,17,1
1932,0,2,6.7,0
1933,0,3,40.4,0
1934,1,3,49.3,1
1935,1,3,41.2,1
1936,0,2,15.6,1
1937,1,1,6,0
1938,0,1,0.8,0
1939,1,3,55.3,1
1940,1,2,21.4,1
1941,1,1,0,0
1942,1,1,2.8,0
1943,1,1,1.5,0
1944,1,3,41.3,1
1945,0,1,0,0
1946,0,2,8.6,0
1947,0,2,0,0
1948,0,3,37.9,0
1949,0,1,5.6,0
1950,0,1,0,0
1951,0,3,44.5,1
1952,0,2,9.2,0
1953,1,3,47.9,0
1954,1,1,3.2,0
1955,1,1,3.9,0
1956,1,2,32.9,1
1957,1,1,3.6,0
1958,0,1,0,0
1959,1,3,54.9,0
1960,0,3,50.4,1
1961,0,3,54.7,0
1962,1,3,0,1
1963,0,1,3.9,0
1964,1,2,14.8,0
1965,1,2,29.2,1
1966,1,2,0,0
1967,1,2,14.2,0
1968,0,2,6.7,0
1969,0,2,0,0
1970,0,1,4.4,0
1971,0,1,5.5,0
1972,1,2,35.7,1
1973,1,2,16.5,1
1974,0,2,8.6,0
1975,0,2,13.9,0
1976,0,1,0,0
1977,1,2,0,0
1978,0,1,0,0
1979,1,3,50.1,1
1980,0,1,2.6,0
1981,1,1,5.4,0
1982,0,3,46.8,0
1983,1,3,44,0
1984,1,1,2.2,0
1985,1,1,3.6,1
1986,1,1,2,0
1987,0,3,54.4,0
1988,1,2,0,0
1989,1,1,0,0
1990,1,2,26.7,1
1991,1,2,33.6,1
1992,1,3,0,0
1993,0,3,46.2,1
1994,0,3,36.4,0
1995,0,3,43.2,1
1996,0,3,0,1
1997,1,1,0.2,0
1998,0,2,10.1,0
1999,1,3,47,1
2000,1,1,0.2,0
2001,1,2,0,0
2002,0,1,3.6,0
2003,0,2,13.5,0
2004,1,3,59.5,0
2005,1,2,24,1
2006,1,1,0,0
2007,1,3,37.1,0
2008,1,3,51.5,0
2009,1,2,20,0
2010,1,1,3.7,0
2011,0,3,0,0
2012,1,3,55,1
2013,0,3,45,1
2014,0,1,1.2,0
2015,0,2,13.1,0
2016,1,1,5.3,0
2017,0,2,0,0
2018,0,1,0,0
2019,0,3,59.2,1
2020,1,1,5.4,0
2021,0,3,53.8,0
2022,1,3,0,0
2023,0,2,8.8,0
2024,1,1,0.2,0
2025,1,2,24.7,1
2026,0,2,7.7,0
2027,0,1,0,0
2028,1,1,0,0
2029,0,1,1.4,0
2030,0,3,57,0
2031,0,2,11.2,0
2032,1,2,15.9,1
2033,0,2,16,0
2034,0,3,0,0
2035,1,2,0,0
2036,0,2,17.8,0
2037,0,2,7.6,0
2038,1,1,3.2,0
2039,0,1,1.7,0
2040,1,2,0,0
2041,1,3,45.9,1
2042,1,2,0,0
2043,1,1,1.8,0
2044,1,2,12.4,0
2045,1,3,48.4,0
2046,1,2,25.3,1
2047,0,1,0.2,0
2048,0,1,2.2,1
2049,1,1,5.6,0
2050,0,1,5.6,0
2051,0,1,1.3,0
2052,1,3,53,0
2053,0,1,1.6,0
2054,1,2,28.3,1
2055,1,2,31.2,1
2056,0,3,59.2,0
2057,1,2,19.1,1
2058,1,3,57.7,1
2059,0,3,40,1
2060,0,2,11.8,0
2061,1,1,4.4,0
2062,1,3,54.5,0
2063,0,3,43.6,1
2064,1,1,1.6,1
2065,0,2,9.7,0
2066,1,2,0,0
2067,0,3,39.3,1
2068,1,3,0,1
2069,0,2,10,0
2070,1,3,46.9,0
2071,1,1,0,0
2072,0,2,0,0
2073,1,2,34.5,1
2074,0,2,0,0
2075,1,1,4.5,0
2076,1,2,0,0
2077,1,2,32.1,1
2078,0,1,1.5,0
2079,1,2,33.9,1
2080,0,3,39.4,1
2081,0,3,0,1
2082,0,3,0,0
2083,0,3,46.3,1
2084,1,2,21.2,1
2085,1,3,36.3,1
2086,1,1,3.3,0
2087,1,1,1.5,0
2088,0,2,12.4,0
2089,1,3,37.7,1
2090,1,1,2.6,0
2091,0,2,8.5,0
2092,1,3,45.6,0
2093,0,3,43.6,0
2094,0,3,0,0
2095,1,3,47,0
2096,0,1,4.3,0
2097,0,2,18,1
2098,0,1,3.6,1
2099,1,2,0,0
2100,1,2,35.7,1
2101,1,2,0,0
2102,1,1,1.8,0
2103,0,2,16.3,1
2104,1,1,3.2,0
2105,0,2,10.1,0
2106,1,3,36.6,0
2107,1,1,0,0
2108,0,2,8.1,0
2109,1,3,53.9,1
2110,1,3,36.9,0
2111,0,2,8.5,0
2112,0,3,57.3,1
2113,0,2,7.8,0
2114,0,1,3.5,0
2115,0,3,39,1
2116,1,2,12,0
2117,0,3,0,1
2118,1,1,4.6,0
2119,0,1,4.2,0
2120,0,1,1.5,0
2121,1,1,0,1
2122,1,1,0,0
2123,1,2,28.3,1
2124,1,3,39,0
2125,0,1,2.3,0
2126,1,1,6,0
2127,1,3,56.8,0
2128,1,3,56.6,0
2129,1,1,2.3,0
2130,1,3,47,1
2131,1,3,44,1
2132,0,1,1.3,0
2133,0,3,53.2,0
2134,0,2,15.8,1
2135,1,1,0,0
2136,0,2,7.3,0
2137,1,1,3.6,0
2138,0,2,14.2,0
2139,0,3,36,1
2140,0,1,0,0
2141,0,1,2.3,0
2142,1,2,32.4,1
2143,1,2,14.8,0
2144,0,1,4.2,0
2145,1,2,34.6,1
2146,1,1,2.1,0
2147,0,2,8.7,0
2148,0,2,6.9,0
2149,0,2,0,0
2150,1,1,2.7,0
2151,0,2,16.5,0
2152,1,1,0,0
2153,0,2,0,0
2154,0,1,4.2,0
2155,1,1,5.4,0
2156,0,3,0,1
2157,0,1,1.5,0
2158,1,1,3.4,0
2159,1,1,0,0
2160,1,3,41.5,0
2161,1,1,5,0
2162,0,3,46,1
2163,1,3,0,0
2164,1,1,0,0
2165,0,1,5.2,0
2166,0,1,3.9,0
2167,0,1,0,0
2168,1,3,40.9,1
2169,1,3,57.1,0
2170,1,1,4.9,0
2171,1,3,40.1,0
2172,0,1,0.2,1
2173,0,3,41.9,1
2174,1,2,22.9,1
2175,1,1,0,1
2176,0,2,15.5,0
2177,1,2,24.3,1
2178,1,1,1.1,1
2179,0,1,5,0
2180,1,1,0.8,0
2181,1,2,0,0
2182,1,2,32.1,1
2183,1,2,13.4,0
2184,1,2,20.7,1
2185,1,2,34.4,1
2186,0,3,37.4,1
2187,1,2,33.3,1
2188,0,3,0,1
2189,1,2,29.2,1
2190,0,1,4,0
2191,1,3,0,0
2192,1,2,12.8,0
2193,0,3,56.7,1
2194,0,1,1.9,0
2195,0,2,15.1,0
2196,1,3,49.8,0
2197,1,3,37.1,1
2198,1,3,0,1
2199,1,1,2.7,0
2200,0,1,2.7,1
2201,1,1,1.7,0
2202,0,2,0,0
2203,1,3,40.7,1
2204,1,2,24.8,1
2205,0,3,49,1
2206,1,3,38.7,1
2207,1,3,0,0
2208,0,2,15.1,0
2209,1,2,14.8,0
2210,0,2,0,0
2211,1,1,0.7,0
2212,1,3,55.7,0
2213,1,1,2.9,0
2214,1,2,32.3,1
2215,1,2,16.6,0
2216,1,1,3,0
2217,1,2,0,0
2218,0,2,0,0
2219,0,2,8,0
2220,0,1,2.7,1
2221,1,2,30.6,1
2222,0,2,17.7,0
2223,0,1,3.4,0
2224,1,3,47,1
2225,0,2,10.7,0
2226,0,1,1.1,0
2227,0,1,0,0
2228,1,2,19.4,0
2229,0,2,17.9,1
2230,0,2,17.3,1
2231,1,1,4.4,0
2232,1,3,38.1,1
2233,0,3,44.7,0
2234,1,3,46.6,1
2235,1,2,25.9,1
2236,0,1,0,0
2237,0,1,3.9,1
2238,1,2,27.6,1
2239,0,3,52.4,0
2240,1,3,40,0
2241,1,1,0,0
2242,0,2,13.4,1
2243,1,2,32.2,1
2244,0,1,1.8,1
2245,1,1,1.3,1
2246,1,3,40.5,1
2247,0,2,14.8,0
2248,1,3,57.7,0
2249,0,1,5.4,0
2250,1,1,0,0
2251,1,3,0,1
2252,0,2,8.8,0
2253,0,2,0,0
2254,0,1,5.8,0
2255,1,1,0,1
2256,0,3,36.4,0
2257,0,2,10.9,0
2258,0,2,9.7,0
2259,0,3,57,1
2260,1,1,0,0
2261,1,2,0,0
2262,0,2,6.9,0
2263,0,2,8.2,0
2264,0,1,0,0
2265,0,1,0,0
2266,1,2,31.4,1
2267,0,1,0,1
2268,1,3,39.6,1
2269,1,1,0,0
2270,0,1,0,0
2271,0,2,16.4,0
2272,1,3,48.2,1
2273,1,1,4,0
2274,1,2,16.3,1
2275,1,2,33.7,1
2276,0,3,59,1
2277,1,2,0,0
2278,1,1,3.5,0
2279,1,1,2.5,0
2280,0,3,49.8,1
2281,0,1,0.8,0
2282,1,3,50.6,0
2283,1,3,0,0
2284,0,3,57.7,0
2285,1,2,14.3,0
2286,1,3,0,1
2287,0,2,6.3,0
2288,0,2,0,0
2289,1,3,56.8,0
2290,0,1,0.2,0
2291,1,3,48.7,1
2292,0,2,10.4,0
2293,0,3,40.2,0
2294,1,3,36.9,0
2295,1,3,39.2,1
2296,1,1,0.1,0
2297,0,2,10.1,0
2298,0,3,0,0
2299,0,2,11.6,1
2300,1,2,23.8,1
2301,1,3,49.6,0
2302,0,1,0.3,0
2303,0,2,6.4,0
2304,1,2,35.6,1
2305,0,1,3.5,0
2306,1,1,5.9,0
2307,1,1,4.1,0
2308,0,1,0.7,0
2309,0,2,0,0
2310,0,3,39,0
2311,1,2,15.6,0
2312,1,2,0,0
2313,1,3,0,0
2314,0,2,0,0
2315,1,3,47.8,1
2316,1,1,3.7,0
2317,0,2,13.7,0
2318,1,3,46.1,0
2319,0,2,12.5,0
2320,0,2,7.6,0
2321,1,1,0.3,0
